Graph addvar/addexpr lines
2 100001
x soma.v( 0.5 ) dend[310].v( 0.5 )
17.05	-52.2062	-52.3896
17.075	-52.2196	-52.4035
17.1	-52.2327	-52.4172
17.125	-52.2457	-52.4307
17.15	-52.2584	-52.4439
17.175	-52.271	-52.457
17.2	-52.2833	-52.4699
17.225	-52.2955	-52.4825
17.25	-52.3075	-52.495
17.275	-52.3193	-52.5073
17.3	-52.331	-52.5194
17.325	-52.3424	-52.5313
17.35	-52.3537	-52.543
17.375	-52.3649	-52.5546
17.4	-52.3758	-52.566
17.425	-52.3866	-52.5772
17.45	-52.3973	-52.5883
17.475	-52.4078	-52.5992
17.5	-52.4181	-52.6099
17.525	-52.4283	-52.6205
17.55	-52.4384	-52.6309
17.575	-52.4483	-52.6412
17.6	-52.458	-52.6513
17.625	-52.4677	-52.6613
17.65	-52.4772	-52.6712
17.675	-52.4865	-52.6809
17.7	-52.4957	-52.6904
17.725	-52.5048	-52.6998
17.75	-52.5138	-52.7091
17.775	-52.5226	-52.7183
17.8	-52.5313	-52.7273
17.825	-52.5399	-52.7362
17.85	-52.5484	-52.745
17.875	-52.5567	-52.7536
17.9	-52.565	-52.7621
17.925	-52.5731	-52.7705
17.95	-52.5811	-52.7788
17.975	-52.589	-52.787
18	-52.5968	-52.7951
18.025	-52.6045	-52.803
18.05	-52.6121	-52.8109
18.075	-52.6196	-52.8186
18.1	-52.6269	-52.8262
18.125	-52.6342	-52.8338
18.15	-52.6414	-52.8412
18.175	-52.6485	-52.8485
18.2	-52.6555	-52.8557
18.225	-52.6623	-52.8628
18.25	-52.6691	-52.8699
18.275	-52.6758	-52.8768
18.3	-52.6825	-52.8836
18.325	-52.689	-52.8904
18.35	-52.6954	-52.897
18.375	-52.7018	-52.9036
18.4	-52.7081	-52.9101
18.425	-52.7142	-52.9165
18.45	-52.7204	-52.9228
18.475	-52.7264	-52.929
18.5	-52.7323	-52.9351
18.525	-52.7382	-52.9412
18.55	-52.744	-52.9472
18.575	-52.7497	-52.9531
18.6	-52.7553	-52.9589
18.625	-52.7609	-52.9646
18.65	-52.7664	-52.9703
18.675	-52.7718	-52.9759
18.7	-52.7772	-52.9814
18.725	-52.7824	-52.9868
18.75	-52.7877	-52.9922
18.775	-52.7928	-52.9975
18.8	-52.7979	-53.0028
18.825	-52.8029	-53.0079
18.85	-52.8078	-53.013
18.875	-52.8127	-53.0181
18.9	-52.8175	-53.023
18.925	-52.8223	-53.0279
18.95	-52.827	-53.0328
18.975	-52.8316	-53.0375
19	-52.8362	-53.0423
19.025	-52.8407	-53.0469
19.05	-52.8451	-53.0515
19.075	-52.8495	-53.056
19.1	-52.8538	-53.0605
19.125	-52.8581	-53.0649
19.15	-52.8624	-53.0693
19.175	-52.8665	-53.0736
19.2	-52.8706	-53.0778
19.225	-52.8747	-53.082
19.25	-52.8787	-53.0861
19.275	-52.8827	-53.0902
19.3	-52.8866	-53.0942
19.325	-52.8904	-53.0982
19.35	-52.8942	-53.1021
19.375	-52.898	-53.106
19.4	-52.9017	-53.1098
19.425	-52.9053	-53.1136
19.45	-52.9089	-53.1173
19.475	-52.9125	-53.121
19.5	-52.916	-53.1246
19.525	-52.9195	-53.1282
19.55	-52.9229	-53.1317
19.575	-52.9263	-53.1352
19.6	-52.9296	-53.1387
19.625	-52.9329	-53.1421
19.65	-52.9362	-53.1454
19.675	-52.9394	-53.1487
19.7	-52.9425	-53.152
19.725	-52.9456	-53.1552
19.75	-52.9487	-53.1584
19.775	-52.9517	-53.1615
19.8	-52.9547	-53.1646
19.825	-52.9577	-53.1676
19.85	-52.9606	-53.1706
19.875	-52.9635	-53.1736
19.9	-52.9663	-53.1765
19.925	-52.9691	-53.1794
19.95	-52.9718	-53.1823
