Graph addvar/addexpr lines
1 100001
x istim.i
-0.0125	2.98
0.0125	2.98
0.0375	2.98
0.0625	2.98
0.0875	2.98
0.1125	2.98
0.1375	2.98
0.1625	2.98
0.1875	2.98
0.2125	2.98
0.2375	2.98
0.2625	2.98
0.2875	2.98
0.3125	2.98
0.3375	2.98
0.3625	2.98
0.3875	2.98
0.4125	2.98
0.4375	2.98
0.4625	2.98
0.4875	2.98
0.5125	2.98
0.5375	2.98
0.5625	2.98
0.5875	2.98
0.6125	2.98
0.6375	2.98
0.6625	2.98
0.6875	2.98
0.7125	2.98
0.7375	2.98
0.7625	2.98
0.7875	2.98
0.8125	2.98
0.8375	2.98
0.8625	2.98
0.8875	2.98
0.9125	2.98
0.9375	2.98
0.9625	2.98
0.9875	2.98
1.0125	2.98
1.0375	2.98
1.0625	2.98
1.0875	2.98
1.1125	2.98
1.1375	2.98
1.1625	2.98
1.1875	2.98
1.2125	2.98
1.2375	2.98
1.2625	2.98
1.2875	2.98
1.3125	2.98
1.3375	2.98
1.3625	2.98
1.3875	2.98
1.4125	2.98
1.4375	2.98
1.4625	2.98
1.4875	2.98
1.5125	2.98
1.5375	2.98
1.5625	2.98
1.5875	2.98
1.6125	2.98
1.6375	2.98
1.6625	2.98
1.6875	2.98
1.7125	2.98
1.7375	2.98
1.7625	2.98
1.7875	2.98
1.8125	2.98
1.8375	2.98
1.8625	2.98
1.8875	2.98
1.9125	2.98
1.9375	2.98
1.9625	2.98
1.9875	2.98
2.0125	2.98
2.0375	2.98
2.0625	2.98
2.0875	2.98
2.1125	2.98
2.1375	2.98
2.1625	2.98
2.1875	2.98
2.2125	2.98
2.2375	2.98
2.2625	2.98
2.2875	2.98
2.3125	2.98
2.3375	2.98
2.3625	2.98
2.3875	2.98
2.4125	2.98
2.4375	2.98
2.4625	2.98
2.4875	2.98
2.5125	2.98
2.5375	2.98
2.5625	2.98
2.5875	2.98
2.6125	2.98
2.6375	2.98
2.6625	2.98
2.6875	2.98
2.7125	2.98
2.7375	2.98
2.7625	2.98
2.7875	2.98
2.8125	2.98
2.8375	2.98
2.8625	2.98
2.8875	2.98
2.9125	2.98
2.9375	2.98
2.9625	2.98
2.9875	2.98
3.0125	2.98
3.0375	2.98
3.0625	2.98
3.0875	2.98
3.1125	2.98
3.1375	2.98
3.1625	2.98
3.1875	2.98
3.2125	2.98
3.2375	2.98
3.2625	2.98
3.2875	2.98
3.3125	2.98
3.3375	2.98
3.3625	2.98
3.3875	2.98
3.4125	2.98
3.4375	2.98
3.4625	2.98
3.4875	2.98
3.5125	2.98
3.5375	2.98
3.5625	2.98
3.5875	2.98
3.6125	2.98
3.6375	2.98
3.6625	2.98
3.6875	2.98
3.7125	2.98
3.7375	2.98
3.7625	2.98
3.7875	2.98
3.8125	2.98
3.8375	2.98
3.8625	2.98
3.8875	2.98
3.9125	2.98
3.9375	2.98
3.9625	2.98
3.9875	2.98
4.0125	2.98
4.0375	2.98
4.0625	2.98
4.0875	2.98
4.1125	2.98
4.1375	2.98
4.1625	2.98
4.1875	2.98
4.2125	2.98
4.2375	2.98
4.2625	2.98
4.2875	2.98
4.3125	2.98
4.3375	2.98
4.3625	2.98
4.3875	2.98
4.4125	2.98
4.4375	2.98
4.4625	2.98
4.4875	2.98
4.5125	2.98
4.5375	2.98
4.5625	2.98
4.5875	2.98
4.6125	2.98
4.6375	2.98
4.6625	2.98
4.6875	2.98
4.7125	2.98
4.7375	2.98
4.7625	2.98
4.7875	2.98
4.8125	2.98
4.8375	2.98
4.8625	2.98
4.8875	2.98
4.9125	2.98
4.9375	2.98
4.9625	2.98
4.9875	2.98
5.0125	2.98
5.0375	2.98
5.0625	2.98
5.0875	2.98
5.1125	2.98
5.1375	2.98
5.1625	2.98
5.1875	2.98
5.2125	2.98
5.2375	2.98
5.2625	2.98
5.2875	2.98
5.3125	2.98
5.3375	2.98
5.3625	2.98
5.3875	2.98
5.4125	2.98
5.4375	2.98
5.4625	2.98
5.4875	2.98
5.5125	2.98
5.5375	2.98
5.5625	2.98
5.5875	2.98
5.6125	2.98
5.6375	2.98
5.6625	2.98
5.6875	2.98
5.7125	2.98
5.7375	2.98
5.7625	2.98
5.7875	2.98
5.8125	2.98
5.8375	2.98
5.8625	2.98
5.8875	2.98
5.9125	2.98
5.9375	2.98
5.9625	2.98
5.9875	2.98
6.0125	2.98
6.0375	2.98
6.0625	2.98
6.0875	2.98
6.1125	2.98
6.1375	2.98
6.1625	2.98
6.1875	2.98
6.2125	2.98
6.2375	2.98
6.2625	2.98
6.2875	2.98
6.3125	2.98
6.3375	2.98
6.3625	2.98
6.3875	2.98
6.4125	2.98
6.4375	2.98
6.4625	2.98
6.4875	2.98
6.5125	2.98
6.5375	2.98
6.5625	2.98
6.5875	2.98
6.6125	2.98
6.6375	2.98
6.6625	2.98
6.6875	2.98
6.7125	2.98
6.7375	2.98
6.7625	2.98
6.7875	2.98
6.8125	2.98
6.8375	2.98
6.8625	2.98
6.8875	2.98
6.9125	2.98
6.9375	2.98
6.9625	2.98
6.9875	2.98
7.0125	2.98
7.0375	2.98
7.0625	2.98
7.0875	2.98
7.1125	2.98
7.1375	2.98
7.1625	2.98
7.1875	2.98
7.2125	2.98
7.2375	2.98
7.2625	2.98
7.2875	2.98
7.3125	2.98
7.3375	2.98
7.3625	2.98
7.3875	2.98
7.4125	2.98
7.4375	2.98
7.4625	2.98
7.4875	2.98
7.5125	2.98
7.5375	2.98
7.5625	2.98
7.5875	2.98
7.6125	2.98
7.6375	2.98
7.6625	2.98
7.6875	2.98
7.7125	2.98
7.7375	2.98
7.7625	2.98
7.7875	2.98
7.8125	2.98
7.8375	2.98
7.8625	2.98
7.8875	2.98
7.9125	2.98
7.9375	2.98
7.9625	2.98
7.9875	2.98
8.0125	2.98
8.0375	2.98
8.0625	2.98
8.0875	2.98
8.1125	2.98
8.1375	2.98
8.1625	2.98
8.1875	2.98
8.2125	2.98
8.2375	2.98
8.2625	2.98
8.2875	2.98
8.3125	2.98
8.3375	2.98
8.3625	2.98
8.3875	2.98
8.4125	2.98
8.4375	2.98
8.4625	2.98
8.4875	2.98
8.5125	2.98
8.5375	2.98
8.5625	2.98
8.5875	2.98
8.6125	2.98
8.6375	2.98
8.6625	2.98
8.6875	2.98
8.7125	2.98
8.7375	2.98
8.7625	2.98
8.7875	2.98
8.8125	2.98
8.8375	2.98
8.8625	2.98
8.8875	2.98
8.9125	2.98
8.9375	2.98
8.9625	2.98
8.9875	2.98
9.0125	2.98
9.0375	2.98
9.0625	2.98
9.0875	2.98
9.1125	2.98
9.1375	2.98
9.1625	2.98
9.1875	2.98
9.2125	2.98
9.2375	2.98
9.2625	2.98
9.2875	2.98
9.3125	2.98
9.3375	2.98
9.3625	2.98
9.3875	2.98
9.4125	2.98
9.4375	2.98
9.4625	2.98
9.4875	2.98
9.5125	2.98
9.5375	2.98
9.5625	2.98
9.5875	2.98
9.6125	2.98
9.6375	2.98
9.6625	2.98
9.6875	2.98
9.7125	2.98
9.7375	2.98
9.7625	2.98
9.7875	2.98
9.8125	2.98
9.8375	2.98
9.8625	2.98
9.8875	2.98
9.9125	2.98
9.9375	2.98
9.9625	2.98
9.9875	2.98
10.0125	2.98
10.0375	2.98
10.0625	2.98
10.0875	2.98
10.1125	2.98
10.1375	2.98
10.1625	2.98
10.1875	2.98
10.2125	2.98
10.2375	2.98
10.2625	2.98
10.2875	2.98
10.3125	2.98
10.3375	2.98
10.3625	2.98
10.3875	2.98
10.4125	2.98
10.4375	2.98
10.4625	2.98
10.4875	2.98
10.5125	2.98
10.5375	2.98
10.5625	2.98
10.5875	2.98
10.6125	2.98
10.6375	2.98
10.6625	2.98
10.6875	2.98
10.7125	2.98
10.7375	2.98
10.7625	2.98
10.7875	2.98
10.8125	2.98
10.8375	2.98
10.8625	2.98
10.8875	2.98
10.9125	2.98
10.9375	2.98
10.9625	2.98
10.9875	2.98
11.0125	2.98
11.0375	2.98
11.0625	2.98
11.0875	2.98
11.1125	2.98
11.1375	2.98
11.1625	2.98
11.1875	2.98
11.2125	2.98
11.2375	2.98
11.2625	2.98
11.2875	2.98
11.3125	2.98
11.3375	2.98
11.3625	2.98
11.3875	2.98
11.4125	2.98
11.4375	2.98
11.4625	2.98
11.4875	2.98
11.5125	2.98
11.5375	2.98
11.5625	2.98
11.5875	2.98
11.6125	2.98
11.6375	2.98
11.6625	2.98
11.6875	2.98
11.7125	2.98
11.7375	2.98
11.7625	2.98
11.7875	2.98
11.8125	2.98
11.8375	2.98
11.8625	2.98
11.8875	2.98
11.9125	2.98
11.9375	2.98
11.9625	2.98
11.9875	2.98
12.0125	2.98
12.0375	2.98
12.0625	2.98
12.0875	2.98
12.1125	2.98
12.1375	2.98
12.1625	2.98
12.1875	2.98
12.2125	2.98
12.2375	2.98
12.2625	2.98
12.2875	2.98
12.3125	2.98
12.3375	2.98
12.3625	2.98
12.3875	2.98
12.4125	2.98
12.4375	2.98
12.4625	2.98
12.4875	2.98
12.5125	2.98
12.5375	2.98
12.5625	2.98
12.5875	2.98
12.6125	2.98
12.6375	2.98
12.6625	2.98
12.6875	2.98
12.7125	2.98
12.7375	2.98
12.7625	2.98
12.7875	2.98
12.8125	2.98
12.8375	2.98
12.8625	2.98
12.8875	2.98
12.9125	2.98
12.9375	2.98
12.9625	2.98
12.9875	2.98
13.0125	2.98
13.0375	2.98
13.0625	2.98
13.0875	2.98
13.1125	2.98
13.1375	2.98
13.1625	2.98
13.1875	2.98
13.2125	2.98
13.2375	2.98
13.2625	2.98
13.2875	2.98
13.3125	2.98
13.3375	2.98
13.3625	2.98
13.3875	2.98
13.4125	2.98
13.4375	2.98
13.4625	2.98
13.4875	2.98
13.5125	2.98
13.5375	2.98
13.5625	2.98
13.5875	2.98
13.6125	2.98
13.6375	2.98
13.6625	2.98
13.6875	2.98
13.7125	2.98
13.7375	2.98
13.7625	2.98
13.7875	2.98
13.8125	2.98
13.8375	2.98
13.8625	2.98
13.8875	2.98
13.9125	2.98
13.9375	2.98
13.9625	2.98
13.9875	2.98
14.0125	2.98
14.0375	2.98
14.0625	2.98
14.0875	2.98
14.1125	2.98
14.1375	2.98
14.1625	2.98
14.1875	2.98
14.2125	2.98
14.2375	2.98
14.2625	2.98
14.2875	2.98
14.3125	2.98
14.3375	2.98
14.3625	2.98
14.3875	2.98
14.4125	2.98
14.4375	2.98
14.4625	2.98
14.4875	2.98
14.5125	2.98
14.5375	2.98
14.5625	2.98
14.5875	2.98
14.6125	2.98
14.6375	2.98
14.6625	2.98
14.6875	2.98
14.7125	2.98
14.7375	2.98
14.7625	2.98
14.7875	2.98
14.8125	2.98
14.8375	2.98
14.8625	2.98
14.8875	2.98
14.9125	2.98
14.9375	2.98
14.9625	2.98
14.9875	2.98
15.0125	2.98
15.0375	2.98
15.0625	2.98
15.0875	2.98
15.1125	2.98
15.1375	2.98
15.1625	2.98
15.1875	2.98
15.2125	2.98
15.2375	2.98
15.2625	2.98
15.2875	2.98
15.3125	2.98
15.3375	2.98
15.3625	2.98
15.3875	2.98
15.4125	2.98
15.4375	2.98
15.4625	2.98
15.4875	2.98
15.5125	2.98
15.5375	2.98
15.5625	2.98
15.5875	2.98
15.6125	2.98
15.6375	2.98
15.6625	2.98
15.6875	2.98
15.7125	2.98
15.7375	2.98
15.7625	2.98
15.7875	2.98
15.8125	2.98
15.8375	2.98
15.8625	2.98
15.8875	2.98
15.9125	2.98
15.9375	2.98
15.9625	2.98
15.9875	2.98
16.0125	2.98
16.0375	2.98
16.0625	2.98
16.0875	2.98
16.1125	2.98
16.1375	2.98
16.1625	2.98
16.1875	2.98
16.2125	2.98
16.2375	2.98
16.2625	2.98
16.2875	2.98
16.3125	2.98
16.3375	2.98
16.3625	2.98
16.3875	2.98
16.4125	2.98
16.4375	2.98
16.4625	2.98
16.4875	2.98
16.5125	2.98
16.5375	2.98
16.5625	2.98
16.5875	2.98
16.6125	2.98
16.6375	2.98
16.6625	2.98
16.6875	2.98
16.7125	2.98
16.7375	2.98
16.7625	2.98
16.7875	2.98
16.8125	2.98
16.8375	2.98
16.8625	2.98
16.8875	2.98
16.9125	2.98
16.9375	2.98
16.9625	2.98
16.9875	2.98
17.0125	2.98
17.0375	2.98
17.0625	2.98
17.0875	2.98
17.1125	2.98
17.1375	2.98
17.1625	2.98
17.1875	2.98
17.2125	2.98
17.2375	2.98
17.2625	2.98
17.2875	2.98
17.3125	2.98
17.3375	2.98
17.3625	2.98
17.3875	2.98
17.4125	2.98
17.4375	2.98
17.4625	2.98
17.4875	2.98
17.5125	2.98
17.5375	2.98
17.5625	2.98
17.5875	2.98
17.6125	2.98
17.6375	2.98
17.6625	2.98
17.6875	2.98
17.7125	2.98
17.7375	2.98
17.7625	2.98
17.7875	2.98
17.8125	2.98
17.8375	2.98
17.8625	2.98
17.8875	2.98
17.9125	2.98
17.9375	2.98
17.9625	2.98
17.9875	2.98
18.0125	2.98
18.0375	2.98
18.0625	2.98
18.0875	2.98
18.1125	2.98
18.1375	2.98
18.1625	2.98
18.1875	2.98
18.2125	2.98
18.2375	2.98
18.2625	2.98
18.2875	2.98
18.3125	2.98
18.3375	2.98
18.3625	2.98
18.3875	2.98
18.4125	2.98
18.4375	2.98
18.4625	2.98
18.4875	2.98
18.5125	2.98
18.5375	2.98
18.5625	2.98
18.5875	2.98
18.6125	2.98
18.6375	2.98
18.6625	2.98
18.6875	2.98
18.7125	2.98
18.7375	2.98
18.7625	2.98
18.7875	2.98
18.8125	2.98
18.8375	2.98
18.8625	2.98
18.8875	2.98
18.9125	2.98
18.9375	2.98
18.9625	2.98
18.9875	2.98
19.0125	2.98
19.0375	2.98
19.0625	2.98
19.0875	2.98
19.1125	2.98
19.1375	2.98
19.1625	2.98
19.1875	2.98
19.2125	2.98
19.2375	2.98
19.2625	2.98
19.2875	2.98
19.3125	2.98
19.3375	2.98
19.3625	2.98
19.3875	2.98
19.4125	2.98
19.4375	2.98
19.4625	2.98
19.4875	2.98
19.5125	2.98
19.5375	2.98
19.5625	2.98
19.5875	2.98
19.6125	2.98
19.6375	2.98
19.6625	2.98
19.6875	2.98
19.7125	2.98
19.7375	2.98
19.7625	2.98
19.7875	2.98
19.8125	2.98
19.8375	2.98
19.8625	2.98
19.8875	2.98
19.9125	2.98
19.9375	2.98
19.9625	2.98
19.9875	2.98
20.0125	2.98
20.0375	2.98
20.0625	2.98
20.0875	2.98
20.1125	2.98
20.1375	2.98
20.1625	2.98
20.1875	2.98
20.2125	2.98
20.2375	2.98
20.2625	2.98
20.2875	2.98
20.3125	2.98
20.3375	2.98
20.3625	2.98
